0.264	-0.05175		0.115
0.266	-0.0405		0.09
0.268	-0.03825		0.085
0.27	-0.0315		0.07
0.272	-0.036		0.08
0.274	-0.036		0.08
0.276	-0.0405		0.09
0.278	-0.04275		0.095
0.28	-0.0495		0.11
0.282	-0.05175		0.115
0.284	-0.0585		0.13
0.286	-0.05175		0.115
0.288	-0.045		0.1
0.29	-0.04275		0.095
0.292	-0.04275		0.095
0.294	-0.04275		0.095
0.296	-0.045		0.1
0.298	-0.0495		0.11
0.3	-0.054		0.12
0.302	-0.05625		0.125
0.304	-0.063		0.14
0.306	-0.06075		0.135
0.308	-0.05175		0.115
0.31	-0.05175		0.115
0.312	-0.05175		0.115
0.314	-0.05175		0.115
0.316	-0.05625		0.125
0.318	-0.0585		0.13
0.32	-0.05625		0.125
0.322	-0.063		0.14
0.324	-0.063		0.14
0.326	-0.063		0.14
0.328	-0.0585		0.13
0.33	-0.04725		0.105
0.332	-0.045		0.1
0.334	-0.045		0.1
0.336	-0.0585		0.13
0.338	-0.063		0.14
0.34	-0.06075		0.135
0.342	-0.0675		0.15
0.344	-0.06525		0.145
0.346	-0.0585		0.13
0.348	-0.05625		0.125
0.35	-0.05625		0.125
0.352	-0.05175		0.115
0.354	-0.054		0.12
0.356	-0.05625		0.125
0.358	-0.063		0.14
0.36	-0.063		0.14
0.362	-0.0675		0.15
0.364	-0.06525		0.145
0.366	-0.063		0.14
0.368	-0.06075		0.135
0.37	-0.063		0.14
0.372	-0.05625		0.125
0.374	-0.05625		0.125
0.376	-0.06075		0.135
0.378	-0.06525		0.145
0.38	-0.06525		0.145
0.382	-0.063		0.14
0.384	-0.06075		0.135
0.386	-0.054		0.12
0.388	-0.054		0.12
0.39	-0.0495		0.11
0.392	-0.05175		0.115
0.394	-0.054		0.12
0.396	-0.06075		0.135
0.398	-0.06075		0.135
0.4	-0.0585		0.13
0.402	-0.06075		0.135
0.404	-0.0585		0.13
0.406	-0.0495		0.11
0.408	-0.0495		0.11
0.41	-0.0495		0.11
0.412	-0.04725		0.105
0.414	-0.05175		0.115
0.416	-0.05625		0.125
0.418	-0.0585		0.13
0.42	-0.05175		0.115
0.422	-0.054		0.12
0.424	-0.05175		0.115
0.426	-0.04725		0.105
0.428	-0.045		0.1
0.43	-0.04725		0.105
0.432	-0.0405		0.09
0.434	-0.045		0.1
0.436	-0.04725		0.105
0.438	-0.0495		0.11
0.44	-0.054		0.12
0.442	-0.06075		0.135
0.444	-0.054		0.12
0.446	-0.0495		0.11
0.448	-0.04275		0.095
0.45	-0.045		0.1
0.452	-0.04275		0.095
0.454	-0.045		0.1
0.456	-0.0495		0.11
0.458	-0.0495		0.11
0.46	-0.05175		0.115
0.462	-0.05175		0.115
0.464	-0.04275		0.095
0.466	-0.036		0.08
0.468	-0.03375		0.075
0.47	-0.0315		0.07
0.472	-0.0315		0.07
0.474	-0.03375		0.075
0.476	-0.0405		0.09
0.478	-0.03825		0.085
0.48	-0.045		0.1
0.482	-0.05625		0.125
0.484	-0.0495		0.11
0.486	-0.04725		0.105
0.488	-0.03375		0.075
0.49	-0.036		0.08
0.492	-0.02925		0.065
0.494	-0.03375		0.075
0.496	-0.036		0.08
0.498	-0.0405		0.09
0.5	-0.045		0.1
0.502	-0.05175		0.115
0.504	-0.04725		0.105
0.506	-0.0405		0.09
0.508	-0.03825		0.085
0.51	-0.0405		0.09
0.512	-0.03825		0.085
0.514	-0.04275		0.095
0.516	-0.0495		0.11
0.518	-0.06075		0.135
0.52	-0.0585		0.13
0.522	-0.06075		0.135
0.524	-0.05625		0.125
0.526	-0.054		0.12
0.528	-0.0495		0.11
0.53	-0.04725		0.105
0.532	-0.04275		0.095
0.534	-0.0495		0.11
0.536	-0.063		0.14
0.538	-0.06075		0.135
0.54	-0.063		0.14
0.542	-0.063		0.14
0.544	-0.0585		0.13
0.546	-0.05625		0.125
0.548	-0.054		0.12
0.55	-0.04725		0.105
0.552	-0.045		0.1
0.554	-0.054		0.12
0.556	-0.0675		0.15
0.558	-0.072		0.16
0.56	-0.072		0.16
0.562	-0.0765		0.17
0.564	-0.072		0.16
0.566	-0.054		0.12
0.568	-0.05175		0.115
0.57	-0.05175		0.115
0.572	-0.04275		0.095
0.574	-0.04275		0.095
0.576	-0.045		0.1
0.578	-0.04275		0.095
0.58	-0.0405		0.09
0.582	-0.0405		0.09
0.584	-0.03825		0.085
0.586	-0.02475		0.055
0.588	-0.02925		0.065
0.59	-0.027		0.06
0.592	-0.02925		0.065
0.594	-0.03375		0.075
0.596	-0.036		0.08
0.598	-0.036		0.08
0.6	-0.04275		0.095
0.602	-0.03375		0.075
0.604	-0.02475		0.055
0.606	-0.0225		0.05
0.608	-0.02025		0.045
0.61	-0.01575		0.035
0.612	-0.02025		0.045
0.614	-0.02025		0.045
0.616	-0.02475		0.055
0.618	-0.027		0.06
0.62	-0.027		0.06
0.622	-0.027		0.06
0.624	-0.027		0.06
0.626	-0.0225		0.05
0.628	-0.01575		0.035
0.63	-0.009		0.02
0.632	-0.01125		0.025
0.634	-0.01575		0.035
0.636	-0.02025		0.045
0.638	-0.02475		0.055
0.64	-0.027		0.06
0.642	-0.02475		0.055
0.644	-0.01575		0.035
0.646	-0.01125		0.025
0.648	-0.0135		0.03
0.65	-0.009		0.02
0.652	-0.0135		0.03
0.654	-0.0225		0.05
0.656	-0.0135		0.03
0.658	-0.018		0.04
0.66	-0.0225		0.05
0.662	-0.018		0.04
0.664	-0.01125		0.025
0.666	0		0
0.668	0.0045		-0.01
0.67	0.01125		-0.025
0.672	0.0135		-0.03
0.674	0.01125		-0.025
0.676	0.00675		-0.015
0.678	0.00225		-0.005
0.68	-0.0135		0.03
0.682	-0.02925		0.065
0.684	-0.0495		0.11
0.686	-0.072		0.16
0.688	-0.09		0.2
0.69	-0.11475		0.255
0.692	-0.15075		0.335
0.694	-0.19125		0.425
0.696	-0.2385		0.53
0.698	-0.29025		0.645
0.7	-0.324		0.72
0.702	-0.33075		0.735
0.704	-0.30825		0.685
0.706	-0.2835		0.63
0.708	-0.2565		0.57
0.71	-0.21825		0.485
0.712	-0.1845		0.41
0.714	-0.15075		0.335
0.716	-0.1035		0.23
0.718	-0.045		0.1
0.72	-0.0045		0.01
0.722	0.027		-0.06
0.724	0.045		-0.1
0.726	0.045		-0.1
0.728	0.0405		-0.09
0.73	0.03825		-0.085
0.732	0.027		-0.06
0.734	0.009		-0.02
0.736	-0.0045		0.01
0.738	-0.01575		0.035
0.74	-0.018		0.04
0.742	-0.01575		0.035
0.744	-0.00675		0.015
0.746	0.00225		-0.005
0.748	0.009		-0.02
0.75	0.01125		-0.025
0.752	0.0045		-0.01
0.754	0		0
0.756	-0.00225		0.005
0.758	-0.01125		0.025
0.76	-0.01125		0.025
0.762	-0.009		0.02
0.764	0		0
0.766	-0.00225		0.005
0.768	0.00675		-0.015
0.77	0.009		-0.02
0.772	0.0045		-0.01
0.774	0.0045		-0.01
0.776	0		0
0.778	-0.0045		0.01
0.78	0		0
0.782	-0.00225		0.005
0.784	-0.00225		0.005
0.786	0.00225		-0.005
0.788	0		0
0.79	0.0045		-0.01
0.792	0		0
0.794	-0.00675		0.015
0.796	-0.009		0.02
0.798	-0.01125		0.025
0.8	-0.018		0.04
0.802	-0.01125		0.025
0.804	-0.0045		0.01
0.806	0		0
0.808	0.00225		-0.005
0.81	0.00225		-0.005
0.812	-0.00225		0.005
0.814	-0.01125		0.025
0.816	-0.01125		0.025
0.818	-0.0135		0.03
0.82	-0.01125		0.025
0.822	-0.0045		0.01
0.824	-0.009		0.02
0.826	-0.00225		0.005
0.828	-0.0045		0.01
0.83	-0.00225		0.005
0.832	-0.00675		0.015
0.834	-0.009		0.02
0.836	-0.01575		0.035
0.838	-0.018		0.04
0.84	-0.0225		0.05
0.842	-0.0225		0.05
0.844	-0.02025		0.045
0.846	-0.018		0.04
0.848	-0.01125		0.025
0.85	-0.0135		0.03
0.852	-0.0135		0.03
0.854	-0.018		0.04
0.856	-0.02025		0.045
0.858	-0.02475		0.055
0.86	-0.027		0.06
0.862	-0.02925		0.065
0.864	-0.02925		0.065
0.866	-0.0315		0.07
0.868	-0.0315		0.07
0.87	-0.02925		0.065
0.872	-0.036		0.08
0.874	-0.04275		0.095
0.876	-0.04725		0.105
0.878	-0.04725		0.105
0.88	-0.054		0.12
0.882	-0.05175		0.115
0.884	-0.05175		0.115
0.886	-0.0495		0.11
0.888	-0.045		0.1
0.89	-0.045		0.1
0.892	-0.05175		0.115
0.894	-0.0585		0.13
0.896	-0.0675		0.15
0.898	-0.06975		0.155
0.9	-0.072		0.16
0.902	-0.0675		0.15
0.904	-0.072		0.16
0.906	-0.07425		0.165
0.908	-0.06975		0.155
0.91	-0.072		0.16
0.912	-0.07875		0.175
0.914	-0.09		0.2
0.916	-0.09225		0.205
0.918	-0.0945		0.21
0.92	-0.09225		0.205
0.922	-0.08775		0.195
0.924	-0.08325		0.185
0.926	-0.081		0.18
0.928	-0.081		0.18
0.93	-0.081		0.18
0.932	-0.081		0.18
0.934	-0.09		0.2
0.936	-0.09225		0.205
0.938	-0.09225		0.205
0.94	-0.08775		0.195
0.942	-0.0765		0.17
0.944	-0.0675		0.15
0.946	-0.06075		0.135
0.948	-0.0585		0.13
0.95	-0.05625		0.125
0.952	-0.0585		0.13
0.954	-0.05175		0.115
0.956	-0.0585		0.13
0.958	-0.0585		0.13
0.96	-0.05175		0.115
0.962	-0.04275		0.095
0.964	-0.036		0.08
0.966	-0.0315		0.07
0.968	-0.02475		0.055
0.97	-0.0135		0.03
0.972	-0.00675		0.015
0.974	-0.01125		0.025
0.976	-0.01125		0.025
0.978	-0.009		0.02
0.98	-0.0045		0.01
0.982	0.00225		-0.005
0.984	0.009		-0.02
0.986	0.01125		-0.025
0.988	0.01575		-0.035
0.99	0.0135		-0.03
0.992	0.0045		-0.01
0.994	0		0
0.996	0.0045		-0.01
0.998	0.00225		-0.005
1	0.0045		-0.01
1.002	0.0135		-0.03
1.004	0.018		-0.04
1.006	0.02475		-0.055
1.008	0.02925		-0.065
1.01	0.02475		-0.055
1.012	0.018		-0.04
1.014	0.02025		-0.045
1.016	0.01125		-0.025
1.018	0.01575		-0.035
1.02	0.0135		-0.03
1.022	0.0225		-0.05
1.024	0.02475		-0.055
1.026	0.027		-0.06
1.028	0.027		-0.06
1.03	0.02025		-0.045
1.032	0.02025		-0.045
1.034	0.01575		-0.035
1.036	0.009		-0.02
1.038	0.0135		-0.03
1.04	0.0135		-0.03
1.042	0.0225		-0.05
1.044	0.02475		-0.055
1.046	0.02475		-0.055
1.048	0.027		-0.06
1.05	0.02475		-0.055
1.052	0.0225		-0.05
1.054	0.018		-0.04
1.056	0.02475		-0.055
1.058	0.0135		-0.03
1.06	0.02475		-0.055
1.062	0.0225		-0.05
1.064	0.0225		-0.05
1.066	0.027		-0.06
1.068	0.027		-0.06
1.07	0.02025		-0.045
1.072	0.018		-0.04
1.074	0.018		-0.04
1.076	0.018		-0.04
1.078	0.018		-0.04
1.08	0.0225		-0.05
1.082	0.02475		-0.055
1.084	0.02475		-0.055
1.086	0.027		-0.06
1.088	0.02475		-0.055
1.09	0.0135		-0.03
1.092	0.0135		-0.03
1.094	0.01125		-0.025
1.096	0.009		-0.02
1.098	0.00675		-0.015
1.1	0.01125		-0.025
1.102	0.01575		-0.035
1.104	0.02025		-0.045
1.106	0.0225		-0.05
1.108	0.02475		-0.055
1.11	0.02025		-0.045
1.112	0.018		-0.04
1.114	0.009		-0.02
1.116	0.00675		-0.015
1.118	0.0045		-0.01
1.12	0.00675		-0.015
1.122	0.009		-0.02
1.124	0.0135		-0.03
1.126	0.01575		-0.035
1.128	0.018		-0.04
1.13	0.0135		-0.03
1.132	0.0135		-0.03
1.134	0.01125		-0.025
1.136	0.00675		-0.015
1.138	0.00675		-0.015
1.14	0.01125		-0.025
1.142	0.009		-0.02
1.144	0.01575		-0.035
1.146	0.018		-0.04
1.148	0.02025		-0.045
1.15	0.02025		-0.045
1.152	0.0135		-0.03
1.154	0.01125		-0.025
1.156	0.00225		-0.005
1.158	0.0045		-0.01
1.16	0.0135		-0.03
1.162	0.0135		-0.03
1.164	0.01575		-0.035
1.166	0.0225		-0.05
1.168	0.027		-0.06
1.17	0.018		-0.04
1.172	0.018		-0.04
1.174	0.0135		-0.03
1.176	0.009		-0.02
1.178	0.01125		-0.025
1.18	0.018		-0.04
1.182	0.02025		-0.045
1.184	0.009		-0.02
1.186	0.0225		-0.05
1.188	0.02475		-0.055
1.19	0.018		-0.04
1.192	0.0135		-0.03
1.194	0.01575		-0.035
1.196	0.00675		-0.015
1.198	0.009		-0.02
1.2	0.018		-0.04
1.202	0.0225		-0.05
1.204	0.02475		-0.055
1.206	0.027		-0.06
1.208	0.027		-0.06
1.21	0.02475		-0.055
1.212	0.018		-0.04
1.214	0.018		-0.04
1.216	0.01575		-0.035
1.218	0.009		-0.02
1.22	0.01575		-0.035
1.222	0.02025		-0.045
1.224	0.0225		-0.05
1.226	0.0315		-0.07
1.228	0.0315		-0.07
1.23	0.0225		-0.05
1.232	0.02025		-0.045
1.234	0.01575		-0.035
1.236	0.01575		-0.035
1.238	0.01575		-0.035
1.24	0.02025		-0.045
1.242	0.02475		-0.055
1.244	0.0225		-0.05
1.246	0.0225		-0.05
1.248	0.018		-0.04
1.25	0.01575		-0.035
1.252	0.01125		-0.025
1.254	0.00225		-0.005
1.256	0.0045		-0.01
1.258	0.01125		-0.025
1.26	0.018		-0.04
1.262	0.0135		-0.03
1.264	0.01575		-0.035
1.266	0.018		-0.04
1.268	0.018		-0.04
1.27	0.01125		-0.025
1.272	0.00675		-0.015
1.274	0.0045		-0.01
1.276	-0.00675		0.015
1.278	0.00225		-0.005
1.28	0.00225		-0.005
1.282	0.00675		-0.015
1.284	0.009		-0.02
1.286	0.01125		-0.025
1.288	0.01125		-0.025
1.29	0.0045		-0.01
1.292	-0.00225		0.005
1.294	-0.00675		0.015
1.296	-0.009		0.02
1.298	-0.00675		0.015
1.3	-0.00225		0.005
1.302	-0.00225		0.005
1.304	0		0
1.306	0		0
1.308	0		0
1.31	0		0
1.312	-0.00225		0.005
1.314	-0.009		0.02
1.316	-0.0135		0.03
1.318	-0.009		0.02
1.32	0.0045		-0.01
1.322	0.01125		-0.025
1.324	0.01575		-0.035
1.326	0.02475		-0.055
1.328	0.0225		-0.05
1.33	0.02025		-0.045
1.332	0.018		-0.04
1.334	0.02025		-0.045
1.336	0.01125		-0.025
1.338	0.01575		-0.035
1.34	0.027		-0.06
1.342	0.027		-0.06
1.344	0.0315		-0.07
1.346	0.036		-0.08
1.348	0.02925		-0.065
1.35	0.02475		-0.055
1.352	0.0225		-0.05
1.354	0.0225		-0.05
1.356	0.01575		-0.035
1.358	0.02475		-0.055
1.36	0.02475		-0.055
1.362	0.027		-0.06
1.364	0.02925		-0.065
1.366	0.02925		-0.065
1.368	0.027		-0.06
1.37	0.02925		-0.065
1.372	0.02925		-0.065
1.374	0.02925		-0.065
1.376	0.02925		-0.065
1.378	0.02925		-0.065
1.38	0.036		-0.08
1.382	0.03825		-0.085
1.384	0.036		-0.08
1.386	0.045		-0.1
1.388	0.0405		-0.09
1.39	0.036		-0.08
1.392	0.027		-0.06
1.394	0.02025		-0.045
1.396	0.02025		-0.045
1.398	0.02475		-0.055
1.4	0.027		-0.06
1.402	0.03825		-0.085
1.404	0.03825		-0.085
1.406	0.045		-0.1
1.408	0.045		-0.1
1.41	0.036		-0.08
1.412	0.03375		-0.075
1.414	0.0315		-0.07
1.416	0.03375		-0.075
1.418	0.04275		-0.095
1.42	0.04725		-0.105
1.422	0.05175		-0.115
1.424	0.063		-0.14
1.426	0.06975		-0.155
1.428	0.06075		-0.135
1.43	0.04725		-0.105
1.432	0.02025		-0.045
1.434	-0.009		0.02
1.436	-0.03375		0.075
1.438	-0.05625		0.125
1.44	-0.0765		0.17
1.442	-0.10125		0.225
1.444	-0.12375		0.275
1.446	-0.1755		0.39
1.448	-0.23175		0.515
1.45	-0.288		0.64
1.452	-0.3105		0.69
1.454	-0.297		0.66
1.456	-0.27675		0.615
1.458	-0.24975		0.555
1.46	-0.21825		0.485
1.462	-0.1755		0.39
1.464	-0.13725		0.305
1.466	-0.08775		0.195
1.468	-0.03825		0.085
1.47	0.0135		-0.03
1.472	0.05175		-0.115
1.474	0.06975		-0.155
1.476	0.06525		-0.145
1.478	0.05625		-0.125
1.48	0.05175		-0.115
1.482	0.0495		-0.11
1.484	0.03825		-0.085
1.486	0.0225		-0.05
1.488	0.02475		-0.055
1.49	0.0135		-0.03
1.492	0.01575		-0.035
1.494	0.02025		-0.045
1.496	0.018		-0.04
1.498	0.018		-0.04
1.5	0.02925		-0.065
1.502	0.0315		-0.07
1.504	0.036		-0.08
1.506	0.03375		-0.075
1.508	0.0315		-0.07
1.51	0.027		-0.06
1.512	0.0225		-0.05
1.514	0.0135		-0.03
1.516	0.02025		-0.045
1.518	0.02025		-0.045
1.52	0.02475		-0.055
1.522	0.027		-0.06
1.524	0.02475		-0.055
1.526	0.027		-0.06
1.528	0.018		-0.04
1.53	0.01575		-0.035
1.532	0.01125		-0.025
1.534	0.0045		-0.01
1.536	0.01125		-0.025
1.538	0.02025		-0.045
1.54	0.0225		-0.05
1.542	0.02475		-0.055
1.544	0.0225		-0.05
1.546	0.02475		-0.055
1.548	0.0135		-0.03
1.55	0.01125		-0.025
1.552	0.009		-0.02
1.554	0.0045		-0.01
1.556	0.0045		-0.01
1.558	0.009		-0.02
1.56	0.0135		-0.03
1.562	0.01125		-0.025
1.564	0.009		-0.02
1.566	0.00675		-0.015
1.568	-0.00225		0.005
1.57	-0.009		0.02
1.572	-0.01125		0.025
1.574	-0.01125		0.025
1.576	-0.00675		0.015
1.578	-0.00225		0.005
1.58	0.0045		-0.01
1.582	0.0045		-0.01
1.584	0.0045		-0.01
1.586	-0.0045		0.01
1.588	-0.00675		0.015
1.59	-0.01125		0.025
1.592	-0.02025		0.045
1.594	-0.027		0.06
1.596	-0.02925		0.065
1.598	-0.0225		0.05
1.6	-0.018		0.04
1.602	-0.02025		0.045
1.604	-0.018		0.04
1.606	-0.02025		0.045
1.608	-0.02025		0.045
1.61	-0.027		0.06
1.612	-0.02925		0.065
1.614	-0.0315		0.07
1.616	-0.02925		0.065
1.618	-0.02925		0.065
1.62	-0.02925		0.065
1.622	-0.02925		0.065
1.624	-0.03375		0.075
1.626	-0.036		0.08
1.628	-0.045		0.1
1.63	-0.05175		0.115
1.632	-0.05625		0.125
1.634	-0.0585		0.13
1.636	-0.063		0.14
1.638	-0.063		0.14
1.64	-0.0675		0.15
1.642	-0.06075		0.135
1.644	-0.0585		0.13
1.646	-0.063		0.14
1.648	-0.0765		0.17
1.65	-0.07875		0.175
1.652	-0.0855		0.19
1.654	-0.09		0.2
1.656	-0.09225		0.205
1.658	-0.0855		0.19
1.66	-0.09		0.2
1.662	-0.09		0.2
1.664	-0.08775		0.195
1.666	-0.0945		0.21
1.668	-0.10125		0.225
1.67	-0.10575		0.235
1.672	-0.1035		0.23
1.674	-0.108		0.24
1.676	-0.10125		0.225
1.678	-0.10125		0.225
1.68	-0.09225		0.205
1.682	-0.09		0.2
1.684	-0.0855		0.19
1.686	-0.0855		0.19
1.688	-0.09225		0.205
1.69	-0.09225		0.205
1.692	-0.099		0.22
1.694	-0.1035		0.23
1.696	-0.09225		0.205
1.698	-0.08775		0.195
1.7	-0.07875		0.175
1.702	-0.07425		0.165
1.704	-0.06975		0.155
1.706	-0.0675		0.15
1.708	-0.063		0.14
1.71	-0.06075		0.135
1.712	-0.0585		0.13
1.714	-0.0495		0.11
1.716	-0.04725		0.105
1.718	-0.03825		0.085
1.72	-0.03375		0.075
1.722	-0.02925		0.065
1.724	-0.027		0.06
1.726	-0.02925		0.065
1.728	-0.027		0.06
1.73	-0.027		0.06
1.732	-0.0225		0.05
1.734	-0.02025		0.045
1.736	-0.018		0.04
1.738	-0.009		0.02
1.74	-0.0045		0.01
1.742	0		0
1.744	0		0
1.746	-0.0045		0.01
1.748	-0.00675		0.015
1.75	-0.0045		0.01
1.752	-0.009		0.02
1.754	-0.0045		0.01
1.756	0		0
1.758	0.009		-0.02
1.76	0.009		-0.02
1.762	0.018		-0.04
1.764	0.01575		-0.035
1.766	0.01125		-0.025
1.768	0.00675		-0.015
1.77	0.00225		-0.005
1.772	-0.00225		0.005
1.774	0.00225		-0.005
1.776	0.009		-0.02
1.778	0.01125		-0.025
1.78	0.01125		-0.025
1.782	0.01125		-0.025
1.784	0.01125		-0.025
1.786	0.01125		-0.025
1.788	0.0045		-0.01
1.79	-0.00225		0.005
1.792	-0.00675		0.015
1.794	-0.0045		0.01
1.796	-0.00225		0.005
1.798	0.009		-0.02
1.8	0.00675		-0.015
1.802	0.00675		-0.015
1.804	0.009		-0.02
1.806	0.01125		-0.025
1.808	0.009		-0.02
1.81	0.009		-0.02
1.812	0		0
1.814	-0.00675		0.015
1.816	0.00225		-0.005
1.818	0.0045		-0.01
1.82	0.009		-0.02
1.822	0.0135		-0.03
1.824	0.0135		-0.03
1.826	0.00675		-0.015
1.828	0		0
1.83	-0.0045		0.01
1.832	-0.00675		0.015
1.834	-0.00675		0.015
1.836	0.00225		-0.005
1.838	0.0045		-0.01
1.84	0.01575		-0.035
1.842	0.01125		-0.025
1.844	0.01125		-0.025
1.846	0.009		-0.02
1.848	-0.00225		0.005
1.85	-0.00675		0.015
1.852	-0.009		0.02
1.854	-0.01125		0.025
1.856	0		0
1.858	0.0045		-0.01
1.86	0.01125		-0.025
1.862	0.01575		-0.035
1.864	0.009		-0.02
1.866	0.0045		-0.01
1.868	-0.00225		0.005
1.87	-0.00225		0.005
1.872	-0.0045		0.01
1.874	-0.00675		0.015
1.876	0		0
1.878	0.00225		-0.005
1.88	0.009		-0.02
1.882	0.01125		-0.025
1.884	0.01125		-0.025
1.886	0.00675		-0.015
1.888	0		0
1.89	-0.00225		0.005
1.892	-0.00675		0.015
1.894	-0.009		0.02
1.896	0		0
1.898	0.00675		-0.015
1.9	0.009		-0.02
1.902	0.0135		-0.03
1.904	0.01125		-0.025
1.906	0.00225		-0.005
1.908	0.00225		-0.005
1.91	0		0
1.912	-0.0045		0.01
1.914	-0.00675		0.015
1.916	-0.00225		0.005
1.918	0.0045		-0.01
1.92	0.00675		-0.015
1.922	0.009		-0.02
1.924	0.00675		-0.015
1.926	0.00225		-0.005
1.928	0.00225		-0.005
1.93	0.00225		-0.005
1.932	0.0045		-0.01
1.934	0.0045		-0.01
1.936	0.0045		-0.01
1.938	0.00675		-0.015
1.94	0.01125		-0.025
1.942	0.01125		-0.025
1.944	0.009		-0.02
1.946	0.0045		-0.01
1.948	0.0045		-0.01
1.95	0.00225		-0.005
1.952	0.00225		-0.005
1.954	0.0045		-0.01
1.956	0.01125		-0.025
1.958	0.01125		-0.025
1.96	0.01125		-0.025
1.962	0.01575		-0.035
1.964	0.0135		-0.03
1.966	0.009		-0.02
1.968	0.0045		-0.01
1.97	0.00225		-0.005
1.972	0.0045		-0.01
1.974	0.00675		-0.015
1.976	0.01125		-0.025
1.978	0.0135		-0.03
1.98	0.01575		-0.035
1.982	0.018		-0.04
1.984	0.01125		-0.025
1.986	0.009		-0.02
1.988	0.00675		-0.015
1.99	0.00225		-0.005
1.992	0		0
1.994	0.0045		-0.01
1.996	0.01125		-0.025
1.998	0.0135		-0.03
2	0.02025		-0.045
2.002	0.02025		-0.045
2.004	0.02025		-0.045
2.006	0.01575		-0.035
2.008	0.018		-0.04
2.01	0.01125		-0.025
2.012	0.0045		-0.01
2.014	0.01125		-0.025
2.016	0.018		-0.04
2.018	0.018		-0.04
2.02	0.0135		-0.03
2.022	0.01575		-0.035
2.024	0.018		-0.04
2.026	0.01125		-0.025
2.028	0.009		-0.02
2.03	0.00675		-0.015
2.032	0.00225		-0.005
2.034	0.0045		-0.01
2.036	0.01125		-0.025
2.038	0.018		-0.04
2.04	0.02025		-0.045
2.042	0.018		-0.04
2.044	0.009		-0.02
2.046	0.00675		-0.015
2.048	0.0045		-0.01
2.05	0		0
2.052	0.00225		-0.005
2.054	0.0045		-0.01
2.056	0.0045		-0.01
2.058	0.00675		-0.015
2.06	0		0
